,speaker,content,session,BC_Trans_Preds
15637,Ryan, We’ll see.,2101,statement
15638,Alex," And you say, why do you //think that the location [UI]",2101,disruption
15639,Salah," //[SL] Reynold, it’s like when I do the specification as mine, why does [UI]",2101,disruption
15640,Woman1, //It’s eleven o’clock during the day there.,2101,statement
15641,Ashley, //Are you sure?,2101,question
15642,Woman1, //Yeah.,2101,statement
15643,Ashley," Okay, so…",2101,statement
15644,Oleg," So, then, if you write //[UI]",2101,disruption
15645,Woman1, //Eleven ten. Something like that. Chicago is one hour…its ten.,2101,statement
15646,Ryan, //[UI] you are trying to find even your own to figure out what the best location is and //to communicate with the other team,2101,disruption
15647,Alex," //Look, it is not deep here because it is a thousand meters here.",2101,statement
15648,Ryan, // to see if that location works for them. Some locations don’t,2101,statement
15649,Oleg," //This should work for you, right?",2101,question
15650,Alex, //Yes.,2101,statement
15651,Salah," Yeah, but the thing is, like, // as I’m telling the material specialist…but that is, like, where are they going to choose this point? Who depends on that location at my point? The thing is, they…I don’t [UI]. At least the commander, who will say to choose that one or that one.",2101,statement
15652,Alex," //Look here, I will show you [Ui]",2101,statement
15653,Oleg," //Yes, here it is. It’s right here. See, it is a large one here? Large ones are much easier to evaluate, but at the same time //here…but we do not need filtration here. If [UI] is large, less of it remains under pressure.",2101,statement
15654,Ashley," //Umm, okay. The things I want to look at:  no dust, not any type of volcanoes in microclimate.",2101,statement
15655,Ashley, How do I know //where green?,2101,question
15656,Woman1," //How to choose…yeah, exactly.",2101,statement
15657,Oleg, Thirty-five forty-one //excellent.,2101,statement
15658,Woman1, //All the parameters.,2101,statement
15659,Ryan, //[UI],2101,disruption
15660,Oleg," /Yes, yes, yes. It is possible here.",2101,statement
15661,Woman1, Besides what we have here.,2101,statement
15662,Ryan," //Actually, all three have to sign off.",2101,statement
15663,Salah, //Okay.,2101,statement
15664,Ashley," So, let’s see. Maybe //I start a new decision and I put in…",2101,disruption
15665,Ale,//[UI],2101,disruption
15666,Oleg," Oh, thirty-five forty.",2101,statement
15667,Ashley," Well, is this a good point? //because, like…Is this in meters? Is this a ratio? I don’t",2101,question
15668,Alex to Oleg, //Forty-five.,2101,statement
15669,Oleg, //Forty-five?,2101,question
15670,Woman1," No, we don’t have. This is bad.",2101,statement
15671,Ryan, Other…//Only primes. Only primes.,2101,statement
15672,Oleg and Alex, //[UI],2101,disruption
15673,Ryan," Alex, only primes. It’s got to be…",2101,statement
15674,Alex, Only with the main crew. I can show only to you //and transfer to you.,2101,statement
15675,Salah, //[UI],2101,disruption
15676,Oleg, Okay.,2101,statement
15677,Ryan," So, you guys are// communicating just the six.",2101,statement
15678,Igor, //in terms of your expertise.,2101,statement
15679,Maybe Katya, Mhm.,2101,backchannel
15680,Igor, [UI] can answer.,2101,statement
15681,Oleg," So, here, [UI]",2101,disruption
15682,Salah," So, I am the material specialist. So, guys, we have to choose first the location. So…",2101,statement
15683,Vika, Which one?,2101,question
15684,Salah, To be considered about what type exactly I can choose for the drilling methods,2101,disruption
15685,Salah," and we will see the depth. Moreover, it will be more for the time drill, so these things we have to consider about. This my…our main object. And, for example, the availability of that water.",2101,statement
15686,Ashley, Okay.,2101,statement
15687,Oleg," This is all clear, but initially we need to decide on the location, and there is a proposal to use the location,",2101,statement
15688,Oleg," that is on the plain. Considering that the parameters that, for example, have now been found with the coordinates thirty-five forty. They have a great depth, but only large [UI]…contaminants. That is, large rocks. It is easier to filter them out and there will be less resistance.",2101,statement
15689,Salah, Mhm.,2101,backchannel
15690,Oleg," There is a minimum of other contaminants. Consequently, we need a pump only to raise this water. That’s it. And if we look at those locations that are on the slope, there is a very large amount of mineral contaminants and small contaminants. And that will entail",2101,statement
15691,Oleg, a great number of filters,2101,statement
15692,Salah, Yes. Yes.,2101,statement
15693,Oleg," And, consequently, it will increase the power of the pumps. We don’t need it. And, most importantly, our robots will not be able to work on the slope.",2101,statement
15694,Salah, Operation…specialist. What do you think?,2101,question
15695,Ashley," Who is the operation specialist? Me? No, I’m //meteorology specialist.",2101,statement
15696,Oleg, //[UI],2101,question
15697,Ashley, I am not operations. I am a meteorology specialist.,2101,statement
15698,Oleg," If not, then a mechanical engineer. Mechanical engineer.",2101,statement
15699,Salah, Mat…material specialist. Material specialist.,2101,statement
15700,Oleg," А, material specialist.",2101,statement
15701,Man, No.,2101,statement
15702,Ashley," Katya, who are you?",2101,question
15703,Katya, I am a drilling specialist.,2101,statement
15704,Ashley, And Vika?,2101,question
15705,Vika, I am a hydrogeologist.,2101,statement
15706,Ashley, Will?,2101,question
15707,Will, Sedimentologist.,2101,statement
15708,Will, //It means that it is with them.,2101,statement
15709,Ashley," //So, operations in Chicago.",2101,statement
15710,Oleg, Okay.,2101,statement
15711,Ashley," So, you’re in charge //picking materials and stuff.",2101,statement
15712,Salah," //Materials, yeah. Robotics and …",2101,statement
15713,Oleg," //So, I have one, and they have two specialists there.",2101,statement
15714,Ashley," //So, how about everybody…Can everybody tell me what their specific, like, what their goal is?",2101,question
15715,Oleg, Look.,2101,statement
15716,Vika, Alright.,2101,statement
15717,Ashley, Just so that we understand,2101,floor-grabber
15718,Oleg, //geology team. [UI],2101,statement
15719,Salah," //My goal is – drilling time is very important for me, as well…",2101,floor-grabber
15720,Will," So, his purpose is the fact that…You should not be speaking together.",2101,statement
15721,Oleg, Yes.,2101,statement
15722,Will, His goal is the fact that this time…How much to…what’s the word?,2101,question
15723,Igor, Drill.,2101,statement
15724,Will, How…,2101,floor-grabber
15725,Igor, Drill,2101,floor-grabber
15726,Salah, Drill,2101,floor-grabber
15727,Will," Yes. So, what is it…So, the time is very important.",2101,statement
15728,Salah," And, moreover, robotics and the rover’s parts consumption. Plus, the material…My goal is to minimize the cost of //consumption.",2101,statement
15729,Will," So, I understand that",2101,disruption
15730,Will," Your goal, what you have to do – how much time for drilling. How much time it takes to drill.",2101,statement
15731,Salah, Yeah.,2101,backchannel
15732,Will," And minimize how much it costs, right?",2101,question
15733,Salah, Yes.,2101,statement
15734,Will, And you want to minimize how much it costs. Correct?,2101,question
15735,Salah, Yeah.,2101,statement
15736,Will," Okay, so, you have two things: the time of drilling needs to be low, and the second thing is that you minimize cost, correct?",2101,question
15737,Ashley," Time of drilling, okay.",2101,statement
15738,Salah, Yep.,2101,backchannel
15739,Will," Yep? To minimize cost, okay. Katya, can you tell me directly, in a few words…",2101,question
15740,Katya, In Russian?,2101,question
15741,Will, As you wish.,2101,statement
15742,Katya," My main goal is also to minimize the overall cost of robotics. Consequently, I choose and help the group choose a site that will allow them, based on the ground, type of ground locate…",2101,disruption
15743,Will," So, your first goal is to also reduce the cost?",2101,question
15744,Katya," No, shorten the time, namely…",2101,floor-grabber
15745,Will," Okay, so you also…",2101,floor-grabber
15746,Katya, drilling machines…,2101,floor-grabber
15747,Will, Your goal is to minimize the amount of time that the machines are used?,2101,question
15748,Katya, Time,2101,floor-grabber
15749,Katya," Machines cost. Like, not expensive machines. Type of drilling.",2101,statement
15750,Will, Okay. Time…Time on what specifically?,2101,question
15751,Katya," Time, type of drilling and…",2101,floor-grabber
15752,Will, But time…time on what? Time of what? Time to do what?,2101,question
15753,Salah, Drill time.,2101,statement
15754,Katya, Drilling time.,2101,statement
15755,Will, Drilling time? Drilling?,2101,question
15756,Katya, Drilling time.,2101,statement
15757,Will, Specifically drilling?,2101,question
15758,Katya," Yes, yes.",2101,statement
15759,Will, Okay.,2101,statement
15760,Katya, It’s exactly the time.,2101,statement
15761,Ashley," So, drilling time. So, reduce…",2101,statement
15762,Will, For drilling time.,2101,statement
15763,Ashley," So, reduce the drilling time, reduce machine cost, reduce…What else she…",2101,floor-grabber
15764,Salah," So, like…it seems to be, like, I will be more close with Kate, dealing with…",2101,disruption
15765,Will, Sure.,2101,backchannel
15766,Will, And you are the…what’s your position again?,2101,question
15767,Salah, Material specialist.,2101,statement
15768,Ashley," //Oh, you are materials.",2101,statement
15769,Will," //And, Katya, what was yours?",2101,question
15770,Katya, Drilling specialist.,2101,statement
15771,Will," //Oh, you are drilling. Okay.",2101,statement
15772,Ryan, //Can we just pause real quick here?,2101,question
15773,Salah, Uh-uh.,2101,statement
15774,Ryan," We have to go to a different link, because the Chicago team can’t see the messages.",2101,statement
15775,Will, Okay.,2101,statement
15776,Ryan, Okay?,2101,question
15777,Will," So, this link that we are using now – it’s not working and they don’t //see our messages.",2101,statement
15778,Man," //So, we will wait now that they are here, right?",2101,question
15779,Ryan," So, let’s log out and exit out of that.",2101,statement
15780,Will," So, we will log out.",2101,statement
15781,Alex, //Do you want to log out?,2101,question
15782,Ashley," //So, just [SL] X total?",2101,question
15783,Will," //So, exit that.",2101,statement
15784,Ryan, //Close that tab.,2101,statement
15785,Ashley, Oh. Okay.,2101,statement
15786,Ryan, You can start a new tab. That’s okay.,2101,statement
15787,Will, Okay. And then log back in? Or a different link?,2101,question
15788,Ryan," Yeah, and we’ll give a different…we’ll have a different…",2101,question
15789,Will, Link?,2101,question
15790,Ryan, Link for this one.,2101,statement
15791,Will, Okay.,2101,statement
15792,Oleg," The same link, right?",2101,question
15793,Ryan, Okay.,2101,statement
15794,Will," It will be a different link, so we are waiting now.",2101,statement
15795,Ryan," Yeah, it’s the one in your…",2101,floor-grabber
15796,Ashley," Oh, it’s already…",2101,floor-grabber
15797,Ryan, It’s in your…,2101,disruption
15798,Ashley, Oh…,2101,floor-grabber
15799,Will," Okay, so while we are working on that, can we continue to discuss or are we actually doing the full pause?",2101,question
15800,Ryan, Doing a full pause now and then we will…,2101,floor-grabber
15801,Will," Okay, go it.",2101,statement
15802,Salah, Log out?,2101,question
15803,Will, Yeah.,2101,statement
15804,Ryan, What’s that?,2101,question
15805,Will, Log out.,2101,statement
15806,Ryan, Log out.,2101,statement
15807,Will," Log out of the system, and they are giving us a new link.",2101,statement
15808,Salah," [UI] I think, someone …",2101,disruption
15809,Ryan, [UI] this,2101,disruption
15810,Salah, We go to that one?,2101,question
15811,Ryan, Yeah.,2101,statement
15812,Igor, [UI],2101,disruption
